folioviv,foliohog,tam_loc,educa_jefe,celular,tv_paga,conex_inte,num_auto,num_tosta,num_lavad,num_compu,ing_cor,factor
2106045723,1,15mil-100mil,10,Si,Si,Si,0,0,1,0,56277.03,1015
2106157001,1,15mil-100mil,03,No,No,No,0,0,0,0,14175.61,924
2106157002,1,15mil-100mil,06,Si,No,Si,0,0,0,0,20789.43,924
2106157003,1,15mil-100mil,01,Si,No,No,0,0,0,0,9623.86,924
2106157004,1,15mil-100mil,06,Si,No,No,0,0,0,0,16566.83,924
2106157005,1,15mil-100mil,08,Si,No,No,0,0,1,1,15787.7,924
2106157006,1,15mil-100mil,06,Si,No,No,0,0,0,0,35426.27,924
2106157419,1,15mil-100mil,03,Si,No,Si,0,0,1,0,29993.01,924
2106157420,1,15mil-100mil,05,Si,Si,No,0,0,0,1,28552.83,924
2106157421,1,15mil-100mil,03,Si,No,No,0,0,0,0,25883.26,924
2106157422,1,15mil-100mil,08,Si,No,Si,0,0,1,1,70730.71,924
2106157423,1,15mil-100mil,01,Si,No,No,0,0,0,2,38202.63,924
2106157507,1,15mil-100mil,04,Si,No,No,0,0,1,0,24162.89,924
2106157508,1,15mil-100mil,01,Si,No,No,0,0,1,0,18359.67,924
2106157509,1,15mil-100mil,06,Si,Si,Si,0,0,0,0,35141.03,924
2106157510,1,15mil-100mil,03,Si,No,Si,0,0,0,2,27193.4,924
2106157512,1,15mil-100mil,03,No,No,No,0,0,1,0,15186.61,924
2106157813,1,15mil-100mil,03,Si,Si,No,0,0,0,0,22942.59,924
2106157814,1,15mil-100mil,04,Si,Si,No,0,1,1,0,22386.85,924
2106157815,1,15mil-100mil,06,Si,No,No,0,0,1,0,23960.1,924
2106157816,1,15mil-100mil,05,Si,Si,No,0,0,0,0,8955.72,924
2106157817,1,15mil-100mil,08,Si,Si,Si,0,0,1,1,48422.91,924
2106157818,1,15mil-100mil,07,Si,No,No,0,0,0,0,18442.61,924
2106314207,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,36598.2,861
2106314209,1,2.5mil-15mil,06,Si,Si,No,1,0,0,0,45259.25,861
2106314210,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,12643.88,861
2106314211,1,2.5mil-15mil,06,Si,Si,No,0,0,0,0,24826.85,861
2106314212,1,2.5mil-15mil,10,Si,No,No,0,0,1,2,61211.34,861
2106314313,1,2.5mil-15mil,01,No,No,No,0,0,0,0,10885.47,861
2106314314,1,2.5mil-15mil,08,Si,Si,No,0,0,1,0,11663.36,861
2106314315,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,9812.52,861
2106314316,1,2.5mil-15mil,06,Si,No,No,0,0,1,0,5622.77,861
2106314317,1,2.5mil-15mil,08,Si,No,No,0,0,0,0,4125.83,861
2106314318,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,23503,861
2106314620,1,2.5mil-15mil,01,No,No,No,0,0,0,0,4092.49,861
2106314621,1,2.5mil-15mil,03,No,No,No,0,0,0,0,6819.04,861
2106314623,1,2.5mil-15mil,03,Si,Si,No,0,0,1,0,35547.24,861
2106314624,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,17909.02,861
2106314901,1,2.5mil-15mil,06,Si,No,No,0,0,1,0,17690.25,861
2106314902,1,2.5mil-15mil,03,Si,Si,No,0,0,1,0,19340.15,861
2106314903,1,2.5mil-15mil,06,Si,Si,No,0,0,1,0,20943.43,861
2106314904,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,11770.05,861
2106314905,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,10072.78,861
2106314906,1,2.5mil-15mil,04,No,No,No,0,0,0,0,6314.31,861
2106426702,1,2.5mil-15mil,03,Si,No,Si,0,0,1,0,10672.13,1030
2106426703,1,2.5mil-15mil,10,Si,Si,Si,1,0,1,2,73766.23,1030
2106426704,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,21875.4,1030
2106426705,1,2.5mil-15mil,06,No,No,No,0,0,1,0,17317.78,1030
2106426706,1,2.5mil-15mil,06,No,No,Si,0,0,0,0,17382.42,1030
2106558001,1,2.5mil-15mil,09,Si,Si,Si,1,1,1,1,70762.93,723
2106558002,1,2.5mil-15mil,10,Si,Si,Si,1,0,1,0,58990.69,723
2106558003,1,2.5mil-15mil,05,Si,No,No,0,0,0,0,25801.61,723
2106558005,1,2.5mil-15mil,06,Si,Si,Si,1,0,1,1,76647.15,723
2106558006,1,2.5mil-15mil,08,Si,Si,Si,1,0,1,0,63346.01,723
2106581414,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,19102.14,932
2106581415,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,7309.62,932
2106581417,1,2.5mil-15mil,03,Si,No,No,0,0,0,1,19593.97,932
2106581418,1,2.5mil-15mil,07,Si,No,No,0,0,0,0,20300.47,932
2106581501,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,22065.29,932
2106581502,1,2.5mil-15mil,11,Si,Si,No,1,0,1,1,66766.28,932
2106581503,1,2.5mil-15mil,06,Si,Si,No,0,0,0,0,38034.4,932
2106581505,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,20900.28,932
2106581506,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,17827.65,932
2106581807,1,2.5mil-15mil,08,Si,Si,No,0,0,1,0,19247.95,932
2106581808,1,2.5mil-15mil,03,No,Si,No,0,0,0,0,6162.01,932
2106581809,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,26974.29,932
2106581810,1,2.5mil-15mil,03,Si,Si,Si,2,0,1,1,80340.94,932
2106581811,1,2.5mil-15mil,04,Si,Si,Si,0,0,1,1,36218.39,932
2106581812,1,2.5mil-15mil,06,Si,Si,No,0,0,0,0,23022.1,932
2106581919,1,2.5mil-15mil,08,Si,Si,No,0,0,1,0,27592.83,932
2106581919,2,2.5mil-15mil,04,No,No,No,0,0,0,0,10644.59,932
2106581920,1,2.5mil-15mil,01,No,No,No,0,0,0,0,12072.58,932
2106581921,1,2.5mil-15mil,06,No,No,No,0,0,0,0,20022.78,932
2106581922,1,2.5mil-15mil,03,No,No,No,0,0,0,0,16020.32,932
2106581923,1,2.5mil-15mil,07,Si,No,No,0,0,1,0,11858.96,932
2106581924,1,2.5mil-15mil,06,Si,Si,Si,1,0,1,0,59953.94,932
2106633202,1,2.5mil-15mil,04,No,No,No,0,0,1,0,17678.34,918
2106633203,1,2.5mil-15mil,04,Si,Si,Si,1,0,1,1,13045.25,918
2106633204,1,2.5mil-15mil,04,Si,Si,Si,0,0,1,0,21722.84,918
2106633205,1,2.5mil-15mil,06,No,No,Si,0,0,1,1,14840.89,918
2106633206,1,2.5mil-15mil,04,No,No,No,0,0,1,0,10129.75,918
2106633307,1,2.5mil-15mil,08,Si,No,No,0,0,1,0,37741.39,918
2106633308,1,2.5mil-15mil,03,Si,Si,No,0,1,1,0,23682.73,918
2106633309,1,2.5mil-15mil,06,Si,Si,Si,0,0,0,0,36819.29,918
2106633310,1,2.5mil-15mil,08,Si,No,No,0,0,0,0,21228.25,918
2106633311,1,2.5mil-15mil,06,Si,Si,No,0,0,0,0,19690.12,918
2106633312,1,2.5mil-15mil,04,Si,Si,Si,0,1,0,0,71178.67,918
2106633613,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,14719.67,918
2106633614,1,2.5mil-15mil,05,Si,No,No,1,0,0,0,29458.98,918
2106633615,1,2.5mil-15mil,10,Si,No,No,0,0,0,0,23606.55,918
2106633616,1,2.5mil-15mil,06,Si,Si,No,0,0,1,0,16142.84,918
2106633617,1,2.5mil-15mil,04,No,No,No,0,0,0,0,12993.44,918
2106633618,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,28534.07,918
2106633719,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,26057.31,918
2106633720,1,2.5mil-15mil,05,Si,No,No,0,0,0,0,15569.89,918
2106633721,1,2.5mil-15mil,06,Si,Si,No,1,0,1,0,60224.47,918
2106633722,1,2.5mil-15mil,04,No,No,No,0,0,0,0,23922.82,918
2106633723,1,2.5mil-15mil,06,Si,No,No,0,0,1,0,30786.85,918
2106633724,1,2.5mil-15mil,06,Si,Si,No,0,0,1,0,41349.71,918
2106676001,1,2.5mil-15mil,03,No,No,No,0,0,1,0,9197.19,896
2106676002,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,32600.54,896
2106676003,1,2.5mil-15mil,06,Si,No,No,0,0,1,0,35612.02,896
2106676004,1,2.5mil-15mil,06,No,Si,No,0,0,1,0,24794.75,896
2106676005,1,2.5mil-15mil,03,Si,Si,No,0,0,0,0,28230.39,896
2106676006,1,2.5mil-15mil,06,No,No,No,0,0,1,0,11120.61,896
2106676419,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,20725.7,896
2106676420,1,2.5mil-15mil,08,Si,No,No,0,0,0,0,23444.7,896
2106676422,1,2.5mil-15mil,06,No,No,No,0,0,1,0,21496.15,896
2106676423,1,2.5mil-15mil,08,Si,No,Si,0,0,1,0,44987.97,896
2106676424,1,2.5mil-15mil,04,Si,Si,Si,0,0,1,0,83686,896
2106676507,1,2.5mil-15mil,06,Si,No,No,0,0,1,0,12818.66,896
2106676509,1,2.5mil-15mil,08,Si,Si,No,0,0,1,0,19255.93,896
2106676510,1,2.5mil-15mil,01,No,Si,No,0,0,1,0,22403.74,896
2106676511,1,2.5mil-15mil,07,Si,Si,No,0,0,1,0,9751.97,896
2106676512,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,8959.86,896
2106676813,1,2.5mil-15mil,04,Si,Si,Si,0,0,1,0,80838.52,896
2106676814,1,2.5mil-15mil,06,Si,Si,No,0,0,1,0,33954.08,896
2106676815,1,2.5mil-15mil,01,No,Si,Si,0,0,1,0,30763.25,896
2106676817,1,2.5mil-15mil,01,Si,Si,No,0,0,0,0,104411.77,896
2106676818,1,2.5mil-15mil,06,Si,Si,No,0,0,1,0,23547.53,896
2106680207,1,2.5mil-15mil,09,Si,Si,Si,0,0,1,1,76654.48,787
2106680208,1,2.5mil-15mil,03,No,No,No,0,0,1,0,10063.44,787
2106680209,1,2.5mil-15mil,06,Si,Si,No,0,0,0,0,31046.86,787
2106680210,1,2.5mil-15mil,08,Si,No,Si,0,0,1,1,15748.44,787
2106680211,1,2.5mil-15mil,01,Si,No,No,0,0,1,0,52340.86,787
2106680313,1,2.5mil-15mil,03,Si,Si,No,0,0,1,0,34738.19,787
2106680314,1,2.5mil-15mil,06,Si,Si,No,0,0,1,1,14244.09,787
2106680316,1,2.5mil-15mil,01,Si,Si,No,0,0,1,0,12404.75,787
2106680317,1,2.5mil-15mil,08,Si,No,Si,0,0,1,0,32366.2,787
2106680318,1,2.5mil-15mil,03,Si,Si,No,0,0,1,0,11871.19,787
2106680619,1,2.5mil-15mil,03,Si,No,Si,1,1,1,0,46726.19,787
2106680620,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,28254.08,787
2106680621,1,2.5mil-15mil,08,Si,Si,No,0,0,1,0,19524.59,787
2106680622,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,28283.59,787
2106680901,1,2.5mil-15mil,06,Si,Si,Si,0,0,1,1,55979.76,787
2106680903,1,2.5mil-15mil,01,Si,Si,No,0,0,1,0,55694.52,787
2106680904,1,2.5mil-15mil,03,No,Si,No,0,0,0,0,28390.16,787
2106680905,1,2.5mil-15mil,03,Si,Si,Si,1,0,1,1,75949.2,787
2106680906,1,2.5mil-15mil,06,Si,No,No,0,0,1,0,12881.39,787
2106841007,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,17768.99,804
2106841008,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,36367.62,804
2106841009,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,22617.62,804
2106841010,1,2.5mil-15mil,08,Si,No,No,0,0,0,0,14654.27,804
2106841011,1,2.5mil-15mil,01,No,No,No,0,0,0,0,6240.7,804
2106841012,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,9466.99,804
2106841513,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,22088.29,804
2106841514,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,24298.85,804
2106841515,1,2.5mil-15mil,04,No,No,No,0,0,0,0,9471.25,804
2106841515,2,2.5mil-15mil,03,No,No,No,0,0,0,0,6094.52,804
2106841516,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,24321.67,804
2106841517,1,2.5mil-15mil,04,Si,Si,No,0,0,0,0,47595.86,804
2106841518,1,2.5mil-15mil,01,No,No,No,0,0,0,0,3608.31,804
2106841701,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,14582.25,804
2106841702,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,13121.97,804
2106841703,1,2.5mil-15mil,03,Si,Si,No,0,0,0,0,24620.45,804
2106841704,1,2.5mil-15mil,06,Si,Si,No,0,0,0,1,41584.67,804
2106841705,1,2.5mil-15mil,06,Si,No,No,0,0,1,0,28106.65,804
2106841706,1,2.5mil-15mil,09,Si,Si,No,0,0,0,0,9296.54,804
2106841819,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,49572.84,804
2106841820,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,30068.88,804
2106841820,2,2.5mil-15mil,04,No,No,No,0,0,0,0,12983.6,804
2106841822,1,2.5mil-15mil,01,No,No,No,0,0,0,0,9851.02,804
2106841823,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,20603.68,804
2106841824,1,2.5mil-15mil,03,No,No,No,0,0,0,0,12433.82,804
2106842213,1,2.5mil-15mil,04,Si,Si,No,0,0,0,0,69198.66,935
2106842214,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,23980.41,935
2106842215,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,12652,935
2106842216,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,18338.22,935
2106842216,2,2.5mil-15mil,06,Si,No,No,0,0,0,0,8220.58,935
2106842217,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,38246.49,935
2106842218,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,10863.33,935
2106842321,1,2.5mil-15mil,07,Si,No,No,0,0,0,0,14247.21,935
2106842322,1,2.5mil-15mil,04,No,No,No,0,0,0,0,13760.42,935
2106842323,1,2.5mil-15mil,06,No,No,No,0,0,0,0,16280.91,935
2106842324,1,2.5mil-15mil,06,Si,No,No,0,0,1,0,18782.42,935
2106842401,1,2.5mil-15mil,06,Si,No,Si,0,0,0,3,58565.06,935
2106842402,1,2.5mil-15mil,06,Si,Si,No,0,0,0,0,31726.92,935
2106842403,1,2.5mil-15mil,06,Si,Si,No,0,0,0,1,65917.85,935
2106842404,1,2.5mil-15mil,03,Si,Si,No,1,0,0,0,45172.71,935
2106842406,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,14641.34,935
2106842907,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,11610.31,935
2106842908,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,12854.07,935
2106842909,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,11314.09,935
2106842910,1,2.5mil-15mil,06,Si,Si,No,0,0,0,0,30206.35,935
2106842911,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,15125.69,935
2106842912,1,2.5mil-15mil,01,No,No,No,0,0,0,0,10056.75,935
2106924601,1,2.5mil-15mil,06,Si,No,Si,0,0,1,1,33395.84,716
2106924602,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,72065.51,716
2106924603,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,33688.82,716
2106924604,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,27883.74,716
2106924605,1,2.5mil-15mil,06,Si,No,Si,1,0,0,1,32069.76,716
2106924606,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,16719.95,716
2106956701,1,2.5mil-15mil,04,Si,Si,Si,0,0,1,1,35144.05,751
2106956701,2,2.5mil-15mil,04,No,No,No,0,0,0,1,11710.26,751
2106956702,1,2.5mil-15mil,06,Si,No,Si,0,0,1,0,25388.46,751
2106956703,1,2.5mil-15mil,09,Si,No,No,0,0,0,0,28160.12,751
2106956704,1,2.5mil-15mil,03,No,No,No,1,0,0,0,53387.91,751
2106956705,1,2.5mil-15mil,04,Si,No,Si,0,0,1,1,35584.16,751
2106956706,1,2.5mil-15mil,04,No,No,No,0,0,0,0,32034.08,751
2106978001,1,2.5mil-15mil,03,Si,Si,No,0,0,1,0,34313.05,949
2106978002,1,2.5mil-15mil,06,Si,Si,No,0,0,0,0,15223,949
2106978003,1,2.5mil-15mil,03,Si,Si,No,0,0,0,0,16759.54,949
2106978004,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,107250.12,949
2106978005,1,2.5mil-15mil,06,Si,Si,No,0,0,0,0,17848.52,949
2106978419,1,2.5mil-15mil,02,No,Si,No,0,0,1,0,22135.92,949
2106978420,1,2.5mil-15mil,04,Si,Si,No,0,0,0,0,22454.66,949
2106978421,1,2.5mil-15mil,03,No,No,No,0,0,0,0,24296.34,949
2106978422,1,2.5mil-15mil,03,Si,No,No,1,0,1,0,28063.93,949
2106978423,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,15409.46,949
2106978424,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,26019.07,949
2106978507,1,2.5mil-15mil,06,Si,No,No,0,0,0,1,11710.39,949
2106978508,1,2.5mil-15mil,04,No,No,No,0,0,0,0,5318.1,949
2106978510,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,6401.55,949
2106978511,1,2.5mil-15mil,01,No,No,No,0,0,0,0,7710.16,949
2106978512,1,2.5mil-15mil,05,Si,Si,No,1,0,1,0,9508.42,949
2106978813,1,2.5mil-15mil,04,Si,Si,No,0,0,0,0,16207.36,949
2106978814,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,31659.94,949
2106978815,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,15998.34,949
2106978816,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,15883.61,949
2106978817,1,2.5mil-15mil,03,Si,Si,No,0,0,1,0,10399.62,949
2107142219,1,2.5mil-15mil,01,No,No,No,0,0,0,0,12432.21,325
2107142220,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,14105.9,325
2107142222,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,19212.6,325
2107142223,1,2.5mil-15mil,08,Si,Si,No,0,0,0,0,37647.41,325
2107142224,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,20132.49,325
2107142507,1,2.5mil-15mil,04,Si,Si,No,0,0,0,0,49870.53,325
2107142508,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,18957.85,325
2107142509,1,2.5mil-15mil,05,Si,No,No,0,0,0,0,17796.94,325
2107142510,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,31704.3,325
2107142511,1,2.5mil-15mil,08,Si,Si,No,0,0,0,0,15251.38,325
2107142512,1,2.5mil-15mil,04,Si,No,No,1,0,0,0,19184.26,325
2107142801,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,8040.96,325
2107142802,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,32527.84,325
2107142803,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,22190.12,325
2107142804,1,2.5mil-15mil,04,No,No,No,0,0,0,0,17522.92,325
2107142805,1,2.5mil-15mil,03,No,No,No,0,0,0,0,16637.7,325
2107142806,1,2.5mil-15mil,03,Si,No,Si,0,0,1,0,11296.72,325
2107142913,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,10710.82,325
2107142914,1,2.5mil-15mil,01,No,No,No,0,0,0,0,8183.07,325
2107142915,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,20822.7,325
2107142915,2,2.5mil-15mil,05,Si,No,No,1,0,0,0,15598.34,325
2107142916,1,2.5mil-15mil,01,No,No,No,0,0,0,0,6212.53,325
2107142918,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,17204.3,325
2107150701,1,2.5mil-15mil,01,Si,No,No,1,0,0,0,29852.44,552
2107150702,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,29947.59,552
2107150703,1,2.5mil-15mil,06,Si,No,Si,0,0,1,1,21964.91,552
2107150704,1,2.5mil-15mil,01,No,No,No,0,0,0,0,23945.9,552
2107150705,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,14286.88,552
2107150706,1,2.5mil-15mil,04,No,Si,No,0,0,0,0,39392.36,552
2107204901,1,2.5mil-15mil,04,Si,No,No,1,0,1,0,28988.53,457
2107204902,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,14478.26,457
2107204904,1,2.5mil-15mil,05,Si,No,No,0,0,0,0,28066.43,457
2107204906,1,2.5mil-15mil,05,Si,Si,No,0,0,1,0,45502.09,457
2107208001,1,2.5mil-15mil,07,Si,No,Si,0,0,1,0,23083.32,565
2107208002,1,2.5mil-15mil,03,Si,No,Si,0,0,1,1,50048.01,565
2107208003,1,2.5mil-15mil,04,Si,No,No,0,1,1,0,22280.01,565
2107208004,1,2.5mil-15mil,06,Si,No,No,1,0,0,0,31044.28,565
2107208005,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,27580.1,565
2107208006,1,2.5mil-15mil,05,Si,No,No,0,0,0,0,30799.81,565
2107229201,1,2.5mil-15mil,06,Si,No,No,1,0,1,0,27272.18,537
2107229202,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,15162.83,537
2107229203,1,2.5mil-15mil,03,Si,No,No,2,0,1,0,48664.62,537
2107229204,1,2.5mil-15mil,10,Si,No,Si,2,0,1,1,70864.36,537
2107229205,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,24953.96,537
2107229206,1,2.5mil-15mil,06,Si,No,Si,0,0,1,0,19182.12,537
2107441301,1,2.5mil-15mil,07,Si,No,No,1,0,0,0,51604.82,1082
2107441302,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,15417.32,1082
2107441303,1,2.5mil-15mil,08,Si,No,No,0,0,0,0,19943.89,1082
2107441304,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,22572.57,1082
2107502601,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,20188.5,607
2107502602,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,5591.79,607
2107502603,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,40736.04,607
2107502605,1,2.5mil-15mil,03,No,No,No,0,0,0,0,7997.68,607
2107502606,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,35222.93,607
2107772007,1,2.5mil-15mil,04,Si,No,Si,0,0,1,1,12366.06,738
2107772008,1,2.5mil-15mil,03,No,No,No,0,0,0,0,9010.36,738
2107772009,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,14476.93,738
2107772010,1,2.5mil-15mil,04,Si,No,Si,0,1,1,2,23452.49,738
2107772011,1,2.5mil-15mil,06,Si,No,No,0,0,1,1,11676.01,738
2107772012,1,2.5mil-15mil,06,Si,Si,No,0,0,1,1,27935.77,738
2107772513,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,23328.99,738
2107772514,1,2.5mil-15mil,06,Si,No,No,0,1,2,0,40273.88,738
2107772515,1,2.5mil-15mil,08,Si,No,No,0,0,0,0,26097.45,738
2107772516,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,26601.57,738
2107772517,1,2.5mil-15mil,05,No,No,No,0,1,0,0,19464.84,738
2107772518,1,2.5mil-15mil,06,Si,No,Si,1,0,0,1,21823.1,738
2107772701,1,2.5mil-15mil,04,Si,No,No,1,0,0,0,39137.69,738
2107772702,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,17231.8,738
2107772703,1,2.5mil-15mil,08,No,No,No,0,0,0,1,8901.62,738
2107772704,1,2.5mil-15mil,03,No,No,No,0,0,0,0,8790.97,738
2107772705,1,2.5mil-15mil,04,Si,Si,No,0,0,0,0,15402.71,738
2107772706,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,21295.06,738
2107772820,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,42983.58,738
2107772821,1,2.5mil-15mil,04,No,No,No,0,0,0,0,15663.93,738
2107772822,1,2.5mil-15mil,01,No,No,No,0,0,1,0,4003.27,738
2107772823,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,17857.36,738
2107772824,1,2.5mil-15mil,08,Si,No,No,0,0,0,0,32724.58,738
2107842213,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,24172.03,875
2107842214,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,10279.79,875
2107842215,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,15366.23,875
2107842216,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,13832.93,875
2107842217,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,20049.08,875
2107842218,1,2.5mil-15mil,01,Si,No,No,0,0,0,0,22588.43,875
2107842319,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,11007,875
2107842320,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,30541.9,875
2107842321,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,18422.98,875
2107842322,1,2.5mil-15mil,04,No,No,No,0,0,1,0,15719.83,875
2107842323,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,23169.27,875
2107842324,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,5662.56,875
2107842401,1,2.5mil-15mil,03,No,No,No,0,0,1,0,12501.04,875
2107842402,1,2.5mil-15mil,03,Si,Si,No,0,0,1,0,11769.09,875
2107842403,1,2.5mil-15mil,03,Si,No,No,1,0,1,0,31108.42,875
2107842404,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,8736.17,875
2107842405,1,2.5mil-15mil,01,No,No,No,0,0,0,0,16403.21,875
2107842406,1,2.5mil-15mil,04,Si,No,No,0,0,0,0,24929.87,875
2107842907,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,11377.51,875
2107842908,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,8124.94,875
2107842909,1,2.5mil-15mil,03,No,No,No,0,0,1,0,55966.08,875
2107842910,1,2.5mil-15mil,01,No,No,No,0,0,1,0,7570.51,875
2107842911,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,24515.35,875
2107842912,1,2.5mil-15mil,04,No,No,No,0,0,0,0,5200.56,875
2107892013,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,19671.26,806
2107892014,1,2.5mil-15mil,06,Si,No,No,0,0,0,0,17928.15,806
2107892015,1,2.5mil-15mil,03,No,Si,No,0,0,0,0,22338.15,806
2107892016,1,2.5mil-15mil,03,Si,Si,No,0,0,1,0,18445.55,806
2107892017,1,2.5mil-15mil,03,No,No,No,0,0,0,0,13173.42,806
2107892018,1,2.5mil-15mil,04,Si,Si,No,0,0,1,0,27891.74,806
2107892519,1,2.5mil-15mil,01,Si,Si,No,0,0,0,0,78905.16,806
2107892520,1,2.5mil-15mil,03,No,No,No,0,0,0,0,19493.25,806
2107892521,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,28969.6,806
2107892522,1,2.5mil-15mil,03,Si,No,No,0,0,1,0,39261.71,806
2107892523,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,15055.3,806
2107892524,1,2.5mil-15mil,06,No,Si,No,0,0,0,0,12276.32,806
2107892601,1,2.5mil-15mil,04,Si,No,No,1,0,0,0,88439.87,806
2107892602,1,2.5mil-15mil,04,Si,No,No,0,0,1,0,13437.23,806
2107892603,1,2.5mil-15mil,08,Si,Si,Si,1,0,1,1,41508.19,806
2107892604,1,2.5mil-15mil,03,Si,No,No,0,0,0,0,16635.56,806
2107892605,1,2.5mil-15mil,01,Si,No,No,0,0,1,0,11016.36,806
